City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Acarau,BR,2021-03-26 20:06:58,-2.8856,-40.12,77.45,83,99,10.54
297,Talnakh,RU,2021-03-26 20:06:58,69.4865,88.3972,15.15,92,100,9.71
298,Kidal,ML,2021-03-26 20:06:58,18.4411,1.4078,78.67,9,0,13.22
299,Yuza,JP,2021-03-26 20:06:58,39.0,139.9167,42.15,81,71,5.17
300,Amboise,FR,2021-03-26 20:06:59,47.4125,0.9827,45.0,93,75,12.66
301,Tongzi,CN,2021-03-26 20:06:59,28.7829,105.0877,57.63,79,99,1.88
302,Knysna,ZA,2021-03-26 20:06:59,-34.0363,23.0471,66.2,77,75,3.44
303,Xifeng,CN,2021-03-26 20:07:00,42.7372,124.7222,51.15,50,100,14.61
304,Te Anau,NZ,2021-03-26 20:07:00,-45.4167,167.7167,54.16,80,100,1.45
305,Sambalpur,IN,2021-03-26 20:07:00,21.45,83.9667,75.16,27,0,3.49
306,Marawi,PH,2021-03-26 20:07:00,7.9986,124.2928,73.99,90,91,5.01
307,Faya,SA,2021-03-26 20:07:01,18.3851,42.4509,66.2,63,0,1.39
308,Quesnel,CA,2021-03-26 20:04:53,52.9999,-122.5029,41.0,70,90,6.91
309,Ust-Nera,RU,2021-03-26 20:07:01,64.5667,143.2,-17.79,97,99,3.76
310,Mecca,SA,2021-03-26 20:03:51,21.4267,39.8261,74.26,46,1,7.54
311,Krasnoarmeyskoye,RU,2021-03-26 20:07:01,52.7182,50.0322,24.75,98,91,9.64
312,Hirara,JP,2021-03-26 20:07:02,24.8,125.2833,72.0,83,100,20.56
313,Tambura,SS,2021-03-26 20:07:02,5.6,27.4667,68.68,87,100,8.32
314,Honiara,SB,2021-03-26 20:07:02,-9.4333,159.95,77.92,84,91,6.96
315,Vikulovo,RU,2021-03-26 20:07:03,56.8167,70.6107,32.85,98,100,8.79
316,Boa Vista,BR,2021-03-26 20:04:33,2.8197,-60.6733,95.0,38,40,3.44
317,Brewster,US,2021-03-26 20:02:15,41.3973,-73.6171,80.6,41,75,13.8
318,Cervo,ES,2021-03-26 20:07:03,43.6702,-7.4101,51.01,78,58,1.01
319,Kalemie,CD,2021-03-26 20:07:03,-5.9475,29.1947,68.81,91,100,7.18
320,Lagos,NG,2021-03-26 20:04:04,6.5833,3.75,84.2,74,20,10.36
321,Limbang,MY,2021-03-26 20:07:03,4.75,115.0,77.0,100,75,5.75
322,Ust-Kuyga,RU,2021-03-26 20:07:04,70.0167,135.6,-4.18,93,100,5.84
323,Sao Bartolomeu De Messines,PT,2021-03-26 20:07:04,37.2602,-8.2867,62.6,77,0,4.61
324,Areka,ET,2021-03-26 20:07:04,7.0667,37.7,64.72,16,4,7.23
325,Viedma,AR,2021-03-26 20:07:05,-40.8135,-62.9967,68.4,27,45,12.5
326,Flin Flon,CA,2021-03-26 20:07:05,54.7682,-101.865,21.2,58,75,11.5
327,Regeneracao,BR,2021-03-26 20:07:05,-6.2378,-42.6883,80.19,78,82,2.44
328,Raudeberg,NO,2021-03-26 20:07:05,61.9875,5.1352,44.01,89,100,30.82
329,Pompeu,BR,2021-03-26 20:07:06,-19.2244,-44.9353,78.53,52,94,1.57
330,Katsuura,JP,2021-03-26 20:07:06,35.1333,140.3,51.8,58,0,16.11
331,Puerto Escondido,MX,2021-03-26 20:07:06,15.85,-97.0667,84.2,84,1,4.61
332,Alibag,IN,2021-03-26 20:07:06,18.6411,72.8792,84.2,39,0,3.89
333,Saurimo,AO,2021-03-26 20:07:07,-9.6608,20.3916,65.46,96,100,2.98
334,Los Llanos De Aridane,ES,2021-03-26 20:07:07,28.6585,-17.9182,71.6,49,75,2.3
335,Agadez,NE,2021-03-26 20:07:07,19.75,10.25,66.33,13,0,10.18
336,Snasa,NO,2021-03-26 20:07:08,64.2457,12.3778,46.4,57,0,14.97
337,Daru,PG,2021-03-26 20:07:08,-9.0763,143.2092,77.43,89,100,7.11
338,Bon Accord,CA,2021-03-26 20:07:08,53.8335,-113.4187,37.0,55,75,3.44
339,Sungaipenuh,ID,2021-03-26 20:07:08,-2.0833,101.3833,65.98,98,100,0.69
340,Mandalgovi,MN,2021-03-26 20:07:09,45.7625,106.2708,42.66,29,95,18.92
341,Pevek,RU,2021-03-26 20:07:09,69.7008,170.3133,-30.51,99,97,4.36
342,Kanigoro,ID,2021-03-26 20:07:09,-8.13,112.219,73.63,94,88,2.86
343,Ambulu,ID,2021-03-26 20:07:09,-8.345,113.6058,76.28,90,86,2.33
344,Chake Chake,TZ,2021-03-26 20:07:10,-5.2459,39.7666,80.96,75,98,6.04
345,Berbera,SO,2021-03-26 20:07:10,10.4396,45.0143,77.49,72,16,0.72
346,Marystown,CA,2021-03-26 20:06:21,47.1666,-55.1483,40.77,94,100,8.72
347,Quatre Cocos,MU,2021-03-26 20:07:10,-20.2078,57.7625,77.0,94,75,3.44
348,Port Macquarie,AU,2021-03-26 20:07:10,-31.4333,152.9167,62.01,94,100,5.46
349,Radford,US,2021-03-26 20:07:11,37.1318,-80.5764,73.4,30,1,11.5
350,Alvorada,BR,2021-03-26 20:07:11,-12.48,-49.1247,83.98,58,53,4.47
351,Fortuna,US,2021-03-26 20:07:11,40.5982,-124.1573,57.99,66,1,13.8
352,Tautira,PF,2021-03-26 20:07:11,-17.7333,-149.15,87.8,62,20,5.75
353,Maarianhamina,AX,2021-03-26 20:07:12,60.0973,19.9348,39.2,87,0,6.91
354,Sitka,US,2021-03-26 20:07:12,57.0531,-135.33,41.0,87,90,5.39
355,Villazon,BO,2021-03-26 20:07:12,-22.0866,-65.5942,70.03,23,70,13.33
356,Aswan,EG,2021-03-26 20:07:12,24.0934,32.907,66.6,25,2,19.3
357,Oranjestad,AW,2021-03-26 20:07:13,12.524,-70.027,84.2,61,20,24.16
358,Ketchikan,US,2021-03-26 20:06:07,55.3422,-131.6461,39.2,100,90,6.91
359,Altagracia De Orituco,VE,2021-03-26 20:07:13,9.8601,-66.3814,87.46,37,68,11.01
360,Cordoba,AR,2021-03-26 20:06:40,-31.4135,-64.1811,70.0,64,75,10.36
361,Yar-Sale,RU,2021-03-26 20:07:13,66.8333,70.8333,3.38,89,44,11.41
362,Denizli,TR,2021-03-26 20:07:14,37.8402,29.0698,33.8,80,75,5.75
363,Sumbe,AO,2021-03-26 20:07:14,-11.2061,13.8437,77.27,78,92,2.73
364,Srednekolymsk,RU,2021-03-26 20:07:14,67.45,153.6833,-25.26,99,61,3.53
365,Bonthe,SL,2021-03-26 20:07:14,7.5264,-12.505,79.79,83,7,8.55
366,Nome,US,2021-03-26 20:07:15,64.5011,-165.4064,10.99,79,90,10.36
367,Byron Bay,AU,2021-03-26 20:02:20,-28.65,153.6167,62.6,94,59,4.12
368,San Cristobal,VE,2021-03-26 20:07:15,7.7669,-72.225,75.2,94,75,4.61
369,San Carlos,VE,2021-03-26 20:07:15,9.6612,-68.5827,94.98,29,30,3.2
370,Komsomolskiy,UZ,2021-03-26 20:07:15,40.4272,71.7189,55.4,82,90,2.3
371,Qobustan,AZ,2021-03-26 20:07:16,40.0824,49.412,48.2,87,90,6.91
372,Alihe,CN,2021-03-26 20:05:13,50.5667,123.7167,32.52,99,100,2.42
373,Sayyan,YE,2021-03-26 20:07:16,15.1718,44.3244,57.36,15,13,2.24
374,Svetlaya,RU,2021-03-26 20:07:16,46.5389,138.3297,31.12,83,100,3.74
375,Sembe,CG,2021-03-26 20:07:17,1.6481,14.5806,70.72,96,40,1.41
376,Linguere,SN,2021-03-26 20:07:17,15.3953,-15.1193,102.2,13,0,4.61
377,Burnie,AU,2021-03-26 20:07:17,-41.0667,145.9167,53.01,94,100,1.99
378,Warrington,GB,2021-03-26 20:07:18,53.3925,-2.5802,44.01,87,90,17.27
379,Boddam,GB,2021-03-26 20:07:18,57.4667,-1.7833,39.2,65,70,10.36
380,Omboue,GA,2021-03-26 20:07:18,-1.5746,9.2618,78.15,80,79,6.98
381,Manado,ID,2021-03-26 20:04:58,1.487,124.8455,75.2,88,40,2.3
382,La Macarena,CO,2021-03-26 20:07:19,2.1837,-73.7849,82.6,72,98,2.64
383,Yarmouth,US,2021-03-26 20:03:21,41.7057,-70.2286,57.99,100,90,26.46
384,Kashmor,PK,2021-03-26 20:07:19,28.4333,69.5833,84.09,19,0,7.07
385,At-Bashi,KG,2021-03-26 20:06:11,41.1702,75.8106,39.6,84,100,1.48
386,Rani,IN,2021-03-26 20:07:20,25.3503,73.3089,79.45,17,0,6.33
387,Preobrazheniye,RU,2021-03-26 20:07:20,42.9019,133.9064,35.13,72,100,4.32
388,Sioux Lookout,CA,2021-03-26 20:07:21,50.1001,-91.917,35.6,55,75,10.36
389,Bagdarin,RU,2021-03-26 20:07:21,54.4333,113.6,17.94,97,100,2.91
390,Addanki,IN,2021-03-26 20:07:21,15.8167,79.9833,77.14,77,7,5.55
391,Mikuni,JP,2021-03-26 20:07:22,36.2171,136.1519,41.0,93,75,2.3
392,Samarai,PG,2021-03-26 20:07:22,-10.6167,150.6667,82.62,77,94,9.24
393,Impfondo,CG,2021-03-26 20:07:22,1.6381,18.0667,69.58,95,90,2.06
394,Vargem Grande Do Sul,BR,2021-03-26 20:07:22,-21.8322,-46.8936,93.2,88,75,3.62
395,Broken Hill,AU,2021-03-26 20:07:23,-31.95,141.4333,57.2,88,75,10.36
396,Tahta,EG,2021-03-26 20:07:23,26.7693,31.5021,62.6,39,0,10.36
397,Candabong,PH,2021-03-26 20:07:23,9.7343,124.5383,77.92,87,100,9.4
398,Sudak,UA,2021-03-26 20:07:23,44.85,34.9667,39.25,89,100,3.51
399,Priargunsk,RU,2021-03-26 20:07:24,50.3691,119.1012,31.57,80,63,4.92
400,Kavaratti,IN,2021-03-26 20:07:24,10.5669,72.642,83.17,73,29,3.02
401,San Patricio,US,2021-03-26 20:07:24,28.017,-97.5169,82.0,50,20,12.66
402,Vestmannaeyjar,IS,2021-03-26 20:07:24,63.4427,-20.2734,23.85,68,31,20.69
403,Fort Dodge,US,2021-03-26 20:07:25,42.4975,-94.168,51.8,62,75,6.91
404,Jumla,NP,2021-03-26 20:07:25,29.2747,82.1838,45.55,39,0,4.9
405,Kushiro,JP,2021-03-26 20:07:25,42.975,144.3747,30.45,53,0,8.59
406,Chadiza,ZM,2021-03-26 20:07:25,-14.0678,32.4392,64.26,91,5,1.41
407,Kasane,BW,2021-03-26 20:07:26,-17.8167,25.15,69.1,74,34,1.14
408,Mitu,CO,2021-03-26 20:07:26,1.1983,-70.1733,77.5,90,96,3.29
409,Bambous Virieux,MU,2021-03-26 20:07:26,-20.3428,57.7575,77.0,94,75,3.44
410,Kayerkan,RU,2021-03-26 20:07:26,69.3497,87.7602,16.74,87,100,15.64
411,Krasnoselkup,RU,2021-03-26 20:07:27,65.7,82.4667,24.06,94,100,15.82
412,Carupano,VE,2021-03-26 20:07:27,10.6678,-63.2585,79.32,71,40,13.27
413,Porto Belo,BR,2021-03-26 20:03:21,-27.1578,-48.5531,84.2,70,20,9.22
414,Springhill,US,2021-03-26 20:05:01,33.006,-93.4668,78.01,59,0,6.08
415,Olinda,BR,2021-03-26 20:07:27,-8.0089,-34.8553,80.6,65,75,14.97
416,Aberdeen,GB,2021-03-26 20:07:28,57.1437,-2.0981,39.2,65,35,10.36
417,Casablanca,MA,2021-03-26 20:07:28,33.5928,-7.6192,64.4,52,0,11.5
418,Chara,RU,2021-03-26 20:07:28,56.9064,118.2631,19.54,92,100,1.77
419,Prachuap Khiri Khan,TH,2021-03-26 20:07:29,12.2167,99.75,82.99,64,72,3.06
420,Adrar,MR,2021-03-26 20:07:29,20.5022,-10.0711,80.08,7,0,10.74
421,Vanderhoof,CA,2021-03-26 20:07:29,54.0166,-124.0198,40.6,66,100,10.0
422,Ghanzi,BW,2021-03-26 20:07:29,-21.5667,21.7833,67.3,82,68,8.7
423,Tura,IN,2021-03-26 20:07:30,25.5198,90.2201,71.83,13,0,3.0
424,Zemetchino,RU,2021-03-26 20:07:30,53.4973,42.6163,33.44,99,100,5.37
425,Innisfail,AU,2021-03-26 20:07:30,-17.5333,146.0333,74.97,92,39,4.05
426,Odweyne,SO,2021-03-26 20:07:31,9.4092,45.064,69.44,53,32,4.41
427,Medicine Hat,CA,2021-03-26 20:06:49,50.0501,-110.6683,35.01,80,75,2.3
428,Monrovia,LR,2021-03-26 20:07:31,6.3005,-10.7969,80.6,89,20,3.44
429,Ouallam,NE,2021-03-26 20:07:31,14.3188,2.0866,87.33,12,0,12.73
430,Norman Wells,CA,2021-03-26 20:07:31,65.282,-126.8329,21.2,53,20,5.75
431,Kotelnikovo,RU,2021-03-26 20:07:32,47.6317,43.1461,33.06,99,100,10.92
432,Bonfim,BR,2021-03-26 20:07:32,3.0833,-59.95,88.92,48,100,5.79
433,Kota Kinabalu,MY,2021-03-26 20:07:32,5.9749,116.0724,77.0,94,20,1.14
434,Valencia,ES,2021-03-26 20:07:32,39.3333,-0.8333,59.0,82,100,4.61
435,Mogok,MM,2021-03-26 20:07:33,22.9167,96.5,63.84,25,6,1.61
436,Narsaq,GL,2021-03-26 20:07:33,60.9167,-46.05,12.2,40,1,6.91
437,Lufilufi,WS,2021-03-26 20:07:33,-13.8745,-171.5986,78.8,94,40,3.44
438,Panalingaan,PH,2021-03-26 20:07:33,8.7842,117.4231,77.58,85,52,1.99
439,Vila Velha,BR,2021-03-26 20:07:34,-20.3297,-40.2925,82.4,69,0,10.36
440,Arlit,NE,2021-03-26 20:07:34,18.7369,7.3853,72.07,11,0,20.02
441,Balaipungut,ID,2021-03-26 20:07:34,1.05,101.2833,77.0,100,20,1.14
442,Mehamn,NO,2021-03-26 20:07:34,71.0357,27.8492,35.6,59,0,34.52
443,Emba,KZ,2021-03-26 20:07:35,48.8264,58.1442,32.52,91,100,13.51
444,Maputo,MZ,2021-03-26 20:05:45,-25.9653,32.5892,75.99,88,75,3.44
445,Dongsheng,CN,2021-03-26 20:07:35,39.8161,109.9776,41.72,26,35,8.46
446,Verkhnyaya Inta,RU,2021-03-26 20:07:35,65.9811,60.3094,13.75,95,100,7.0
447,Steamboat Springs,US,2021-03-26 20:07:35,40.485,-106.8317,39.0,69,90,11.5
448,Sur,OM,2021-03-26 20:07:36,22.5667,59.5289,79.43,53,93,7.72
449,Ambovombe,MG,2021-03-26 20:07:36,-25.1667,46.0833,74.12,84,5,2.35
450,Dolores,AR,2021-03-26 20:07:36,-36.3132,-57.6792,65.26,91,100,11.25
451,Poros,GR,2021-03-26 20:07:36,37.4994,23.4536,52.0,50,3,3.0
452,Grand Gaube,MU,2021-03-26 20:07:37,-20.0064,57.6608,77.0,83,21,2.64
453,Ayan,RU,2021-03-26 20:07:37,56.45,138.1667,1.49,92,37,4.83
454,Lima,PE,2021-03-26 20:04:47,-12.0432,-77.0282,75.99,64,0,9.22
455,Kagoro,NG,2021-03-26 20:07:37,9.6,8.3833,82.02,14,34,8.93
456,Formby,GB,2021-03-26 20:07:38,53.5536,-3.0682,43.0,84,57,8.01
457,Acari,PE,2021-03-26 20:07:38,-15.4311,-74.6158,79.84,59,55,11.05
458,Sadovo,BG,2021-03-26 20:07:38,42.1333,24.9333,48.0,49,91,9.22
459,Niamey,NE,2021-03-26 20:07:38,13.5137,2.1098,96.8,11,15,10.36
460,Tual,ID,2021-03-26 20:07:39,-5.6667,132.75,83.62,68,91,3.13
461,Bilibino,RU,2021-03-26 20:07:39,68.0546,166.4372,-24.99,99,98,2.24
462,Aykhal,RU,2021-03-26 20:07:39,66.0,111.5,11.32,95,100,8.08
463,Bahile,PH,2021-03-26 20:07:40,9.9995,118.7878,76.84,88,100,1.07
464,Bend,US,2021-03-26 20:03:23,44.0582,-121.3153,52.0,27,1,3.31
465,Panacan,PH,2021-03-26 20:07:40,9.2463,118.4082,78.87,84,26,8.03
466,Dneprovskaya,RU,2021-03-26 20:07:40,45.6236,38.8081,39.0,91,97,3.83
467,Santiago,CL,2021-03-26 20:05:46,-33.4569,-70.6483,80.01,15,0,11.5
468,Kano,NG,2021-03-26 20:07:41,12.0001,8.5167,82.4,13,100,8.05
469,Vestmanna,FO,2021-03-26 20:07:41,62.1564,-7.1664,39.2,41,20,25.32
470,Rudbar,AF,2021-03-26 20:07:41,30.15,62.6,83.01,15,0,8.14
471,Indiaroba,BR,2021-03-26 20:07:41,-11.5192,-37.5117,79.59,64,55,6.42
472,Torrington,US,2021-03-26 20:07:42,41.8007,-73.1212,72.0,68,25,5.99
473,Morro Bay,US,2021-03-26 20:04:46,35.3658,-120.8499,61.0,69,1,8.01
474,San Pedro De Macoris,DO,2021-03-26 20:03:23,18.4616,-69.2972,87.8,62,40,6.91
475,Poum,NC,2021-03-26 20:07:42,-20.2333,164.0167,79.84,73,7,13.49
476,Khasan,RU,2021-03-26 20:07:42,42.4308,130.6434,38.39,95,100,4.32
477,Trabzon,TR,2021-03-26 20:07:43,40.9167,39.8333,42.8,87,75,2.35
478,Hualmay,PE,2021-03-26 20:07:43,-11.0964,-77.6139,74.46,72,34,9.84
479,Bhongaon,IN,2021-03-26 20:07:43,27.25,79.1833,73.11,20,0,6.64
480,Marsabit,KE,2021-03-26 20:06:24,2.3284,37.9899,72.55,38,77,7.29
481,Nantucket,US,2021-03-26 20:03:46,41.2835,-70.0995,54.0,100,90,20.71
482,Cumana,VE,2021-03-26 20:06:19,10.4635,-64.1775,79.21,73,48,18.05
483,Tessalit,ML,2021-03-26 20:07:44,20.1986,1.0114,77.4,9,0,13.62
484,Skibbereen,IE,2021-03-26 20:07:44,51.55,-9.2667,37.4,75,20,12.66
485,Banff,CA,2021-03-26 20:06:31,51.1762,-115.5698,37.4,41,100,9.22
486,Ilhabela,BR,2021-03-26 20:07:44,-23.7781,-45.3581,80.37,79,22,4.09
487,Huarmey,PE,2021-03-26 20:07:44,-10.0681,-78.1522,75.42,72,19,11.05
488,Nalut,LY,2021-03-26 20:06:08,30.3333,10.85,58.77,22,0,9.55
489,Solnechnyy,RU,2021-03-26 20:07:45,50.7214,136.6319,20.79,94,51,3.83
490,Ternate,ID,2021-03-26 20:07:45,0.8,127.4,79.7,84,100,9.62
491,Capinzal,BR,2021-03-26 20:07:45,-27.3436,-51.6119,79.54,76,73,3.15
492,Port Hawkesbury,CA,2021-03-26 20:06:47,45.6169,-61.3485,50.0,93,90,5.75
493,Touros,BR,2021-03-26 20:07:46,-5.1989,-35.4608,78.8,83,75,6.91
494,Puerto Carreno,CO,2021-03-26 20:07:46,6.189,-67.4859,90.73,45,100,3.65
495,Tabat,ID,2021-03-26 20:07:46,-2.635,115.2274,73.85,98,100,1.25
496,Synevyr,UA,2021-03-26 20:07:47,48.4875,23.6258,43.0,61,100,2.84
497,Adiake,CI,2021-03-26 20:07:47,5.2863,-3.304,82.4,83,20,6.91
498,Turukhansk,RU,2021-03-26 20:07:47,65.8167,87.9833,25.7,96,100,12.97
499,Sovetskiy,RU,2021-03-26 20:07:47,61.3614,63.5842,24.44,93,12,6.33
500,Moba,CN,2021-03-26 20:07:48,33.2288,105.0179,45.66,48,100,2.68
501,Belyy Yar,RU,2021-03-26 20:07:48,53.6039,91.3903,21.2,79,0,6.71
502,Monroe,US,2021-03-26 20:06:01,43.1501,-77.6831,45.0,81,90,21.85
503,Skjervoy,NO,2021-03-26 20:07:48,70.0311,20.9714,35.6,51,0,3.44
504,Nuuk,GL,2021-03-26 20:06:40,64.1835,-51.7216,-2.0,55,20,23.02
505,Port Keats,AU,2021-03-26 20:07:48,-14.25,129.55,77.95,85,100,5.41
506,Santa Maria,BR,2021-03-26 20:07:49,-29.6842,-53.8069,72.48,90,100,3.33
507,Obo,CF,2021-03-26 20:07:49,5.3998,26.4869,67.26,87,100,9.89
508,Isabela,PH,2021-03-26 20:07:49,6.7085,121.9711,78.89,83,55,3.02
509,Taungdwingyi,MM,2021-03-26 20:07:50,20.0167,95.55,81.79,30,55,5.61
510,Araras,BR,2021-03-26 20:07:50,-22.3569,-47.3842,93.2,40,40,4.61
511,Montevideo,UY,2021-03-26 20:07:02,-34.8335,-56.1674,72.0,94,75,8.05
512,Araouane,ML,2021-03-26 20:07:50,18.9048,-3.5265,77.32,5,0,9.75
513,Dhidhdhoo,MV,2021-03-26 20:07:50,6.8833,73.1,83.86,70,100,5.66
514,Dondo,MZ,2021-03-26 20:04:19,-19.6094,34.7431,77.0,88,20,5.75
515,Axim,GH,2021-03-26 20:07:51,4.8699,-2.2405,80.19,83,7,4.34
516,Amapa,BR,2021-03-26 20:07:51,1.0,-52.0,80.22,80,15,4.79
517,Ponta Delgada,PT,2021-03-26 20:07:51,37.7333,-25.6667,57.2,67,20,11.5
518,Tabou,CI,2021-03-26 20:07:51,4.423,-7.3528,79.02,87,2,6.26
519,Bousso,TD,2021-03-26 20:07:52,10.4795,16.7117,88.52,13,61,9.33
520,Irbeyskoye,RU,2021-03-26 20:07:52,55.6428,95.4522,25.77,89,100,11.25
521,Bonnyville,CA,2021-03-26 20:07:52,54.2668,-110.735,30.2,51,75,14.97
522,Yambio,SS,2021-03-26 20:07:53,4.5721,28.3955,70.27,91,100,8.48
523,Dawlatabad,AF,2021-03-26 20:07:53,36.4141,64.9053,69.62,53,86,0.65
524,Clifton,US,2021-03-26 20:07:53,40.8584,-74.1638,82.4,29,20,25.32
525,Son La,VN,2021-03-26 20:07:53,21.3167,103.9,67.42,96,18,3.33
526,Albury,AU,2021-03-26 20:07:35,-36.0833,146.9167,55.4,100,90,1.14
527,Mirnyy,RU,2021-03-26 20:07:54,62.5353,113.9611,4.39,96,27,4.88
528,Batagay-Alyta,RU,2021-03-26 20:07:54,67.8006,130.4114,-11.0,97,100,3.53
529,Vilyuysk,RU,2021-03-26 20:07:54,63.7553,121.6247,10.74,96,35,5.93
530,Soe,ID,2021-03-26 20:07:55,-9.8607,124.284,65.88,95,100,1.77
531,Blind River,CA,2021-03-26 20:07:55,46.1834,-82.9582,35.6,64,40,10.36
532,Biak,ID,2021-03-26 20:07:55,-0.9131,122.8766,74.75,91,100,2.71
533,Sechura,PE,2021-03-26 20:07:56,-5.5569,-80.8222,82.4,54,18,14.81
534,Ventspils,LV,2021-03-26 20:07:56,57.3894,21.5606,33.8,93,0,8.95
535,Sept-Iles,CA,2021-03-26 20:07:56,50.2001,-66.3821,37.0,44,90,16.11
536,Darhan,MN,2021-03-26 20:07:56,49.4867,105.9228,36.25,72,100,8.66
537,Shimanovsk,RU,2021-03-26 20:07:56,52.0,127.7,29.19,89,100,9.66
538,Kondinskoye,RU,2021-03-26 20:07:57,59.6481,67.41,32.92,95,100,4.32
539,Royan,FR,2021-03-26 20:07:57,45.6285,-1.0281,51.8,87,75,19.57
540,Kadhan,PK,2021-03-26 20:07:57,24.481,68.9859,81.91,28,0,13.02
541,Wangaratta,AU,2021-03-26 20:07:58,-36.3667,146.3333,57.2,94,75,3.44
542,Klaksvik,FO,2021-03-26 20:07:58,62.2266,-6.589,39.2,41,20,25.32
543,Cam Ranh,VN,2021-03-26 20:07:58,11.9214,109.1591,78.8,83,20,6.91
544,Martapura,ID,2021-03-26 20:07:58,-3.4167,114.85,77.0,100,90,4.61
545,San Juan,AR,2021-03-26 20:07:59,-31.5375,-68.5364,65.88,40,16,13.87
546,Santa Rosalia,MX,2021-03-26 20:07:59,27.3167,-112.2833,68.5,36,0,3.51
547,Maneromango,TZ,2021-03-26 20:07:59,-7.1988,38.7848,77.0,94,20,3.44
548,Miyako,JP,2021-03-26 20:08:00,39.6367,141.9525,38.39,76,11,4.54
549,Shingu,JP,2021-03-26 20:08:00,33.7333,135.9833,45.34,46,23,4.83
550,Constitucion,CL,2021-03-26 20:08:00,-35.3333,-72.4167,67.73,50,0,16.71
551,Acapulco,MX,2021-03-26 20:07:57,16.8634,-99.8901,84.2,61,20,8.05
552,Oranjemund,NA,2021-03-26 20:08:00,-28.55,16.4333,62.11,81,0,2.48
553,Duncan,US,2021-03-26 20:08:01,34.5023,-97.9578,75.99,35,1,23.02
554,Roald,NO,2021-03-26 20:08:01,62.5833,6.1333,50.0,57,20,18.41
555,Port Blair,IN,2021-03-26 20:08:01,11.6667,92.75,81.25,74,75,6.22
556,Sao Geraldo Do Araguaia,BR,2021-03-26 20:08:01,-6.4006,-48.555,80.83,86,92,2.24
557,Matay,EG,2021-03-26 20:08:02,28.419,30.7792,56.19,41,0,21.65
558,Sao Joao Da Barra,BR,2021-03-26 20:08:02,-21.6403,-41.0511,84.2,54,0,16.11
559,Nushki,PK,2021-03-26 20:08:02,29.5542,66.0215,76.64,15,0,7.4
560,Miguel Calmon,BR,2021-03-26 20:08:03,-11.4289,-40.595,86.22,33,35,9.53
561,Khorixas,NA,2021-03-26 20:08:03,-20.3667,14.9667,70.61,48,13,12.57
562,Whitehorse,CA,2021-03-26 20:08:03,60.7161,-135.0538,30.2,69,75,5.75
563,Ixtapa,MX,2021-03-26 20:08:03,20.7,-105.2,75.2,69,75,11.5
564,Muros,ES,2021-03-26 20:08:04,42.7762,-9.0603,48.99,79,74,3.0
565,Alofi,NU,2021-03-26 20:08:04,-19.0595,-169.9187,82.4,83,75,12.66
566,Imbituba,BR,2021-03-26 20:08:04,-28.24,-48.6703,77.0,83,75,5.75
567,Katherine,AU,2021-03-26 20:08:04,-14.4667,132.2667,80.6,83,90,4.61
568,Barinas,VE,2021-03-26 20:08:05,8.6226,-70.2075,87.62,46,41,4.29
569,Dubrovnik,HR,2021-03-26 20:06:56,42.6481,18.0922,44.6,70,0,8.05
570,Husavik,IS,2021-03-26 20:08:05,66.0449,-17.3389,19.4,79,90,17.27
571,Tambacounda,SN,2021-03-26 20:08:05,13.7539,-13.7586,104.0,33,0,4.61
572,Prince Rupert,CA,2021-03-26 20:08:05,54.3161,-130.3201,41.0,93,90,12.66
573,Maldonado,UY,2021-03-26 20:08:06,-34.6667,-54.9167,69.01,100,75,3.44
574,Kaspiyskiy,RU,2021-03-26 20:08:06,45.3929,47.3707,38.53,73,100,24.72
575,Aksay,RU,2021-03-26 20:08:06,47.26,39.87,36.0,93,100,11.18
576,Sobolevo,RU,2021-03-26 20:08:07,54.4299,31.8996,32.7,99,100,1.95
577,Solhan,TR,2021-03-26 20:08:07,38.9634,41.0293,32.63,97,100,1.92
578,Dusetos,LT,2021-03-26 20:08:07,55.75,25.85,40.1,82,17,3.67
579,Guerrero,MX,2021-03-26 20:08:07,17.6667,-100.0,91.45,24,44,2.28
580,Batemans Bay,AU,2021-03-26 20:08:08,-35.7167,150.1833,55.99,94,1,1.01
581,Luena,AO,2021-03-26 20:08:08,-11.7833,19.9167,63.27,98,100,3.49
582,Ouadda,CF,2021-03-26 20:08:08,8.0777,22.4007,69.84,89,100,3.2
583,Ascension,US,2021-03-26 20:08:09,30.2169,-90.9001,77.0,78,90,3.87
584,Puro,PH,2021-03-26 20:08:09,12.4841,123.3827,78.15,85,90,6.98
585,Tambun,ID,2021-03-26 20:08:09,-6.2641,107.0712,82.0,78,20,5.75
586,Meadow Lake,US,2021-03-26 20:08:10,34.8014,-106.5436,59.0,24,40,14.97
587,Kaeo,NZ,2021-03-26 20:08:10,-35.1,173.7833,68.0,83,92,8.01
588,Punta Alta,AR,2021-03-26 20:08:10,-38.8759,-62.0736,64.94,66,100,18.57
589,Deputatskiy,RU,2021-03-26 20:08:10,69.3,139.9,-9.26,84,100,1.66
590,Bereda,ES,2021-03-26 20:08:11,43.2686,-7.5406,46.0,94,95,5.99
591,Sao Miguel Do Araguaia,BR,2021-03-26 20:08:11,-13.275,-50.1628,87.17,56,61,1.88
592,Nova Olinda Do Norte,BR,2021-03-26 20:08:11,-3.8881,-59.0942,82.72,80,45,3.31
